CHROM START_BIN END_BIN class cluster cluster_start cluster_size cluster_end isotype
II 3476000 3477000 long_only yes 3461000 17000 3478000 CB4856
II 3477000 3478000 long_only yes 3461000 17000 3478000 CB4856
II 3611000 3612000 long_only yes 3611000 22000 3633000 CB4856
II 3612000 3613000 long_only yes 3611000 22000 3633000 CB4856
II 3613000 3614000 long_only yes 3611000 22000 3633000 CB4856
II 3614000 3615000 long_only yes 3611000 22000 3633000 CB4856
II 3615000 3616000 long_only yes 3611000 22000 3633000 CB4856
II 3616000 3617000 long_only yes 3611000 22000 3633000 CB4856
II 3617000 3618000 long_only yes 3611000 22000 3633000 CB4856
II 3618000 3619000 long_only yes 3611000 22000 3633000 CB4856
II 3619000 3620000 long_only yes 3611000 22000 3633000 CB4856
II 3620000 3621000 long_only yes 3611000 22000 3633000 CB4856
II 3621000 3622000 long_only yes 3611000 22000 3633000 CB4856
II 3622000 3623000 long_only yes 3611000 22000 3633000 CB4856
II 3623000 3624000 long_only yes 3611000 22000 3633000 CB4856
II 3624000 3625000 long_only yes 3611000 22000 3633000 CB4856
II 3625000 3626000 long_only yes 3611000 22000 3633000 CB4856
II 3626000 3627000 long_only yes 3611000 22000 3633000 CB4856
II 3627000 3628000 long_only yes 3611000 22000 3633000 CB4856
II 3628000 3629000 long_only yes 3611000 22000 3633000 CB4856
II 3629000 3630000 long_only yes 3611000 22000 3633000 CB4856
II 3630000 3631000 long_only yes 3611000 22000 3633000 CB4856
II 3631000 3632000 long_only yes 3611000 22000 3633000 CB4856
II 3632000 3633000 long_only yes 3611000 22000 3633000 CB4856
II 3672000 3673000 short_only yes 3672000 22000 3694000 CB4856
II 3673000 3674000 both yes 3672000 22000 3694000 CB4856
II 3674000 3675000 both yes 3672000 22000 3694000 CB4856
II 3675000 3676000 both yes 3672000 22000 3694000 CB4856
II 3676000 3677000 both yes 3672000 22000 3694000 CB4856
II 3677000 3678000 both yes 3672000 22000 3694000 CB4856
II 3678000 3679000 both yes 3672000 22000 3694000 CB4856
II 3679000 3680000 both yes 3672000 22000 3694000 CB4856
II 3680000 3681000 both yes 3672000 22000 3694000 CB4856
II 3681000 3682000 both yes 3672000 22000 3694000 CB4856
II 3682000 3683000 both yes 3672000 22000 3694000 CB4856
II 3683000 3684000 both yes 3672000 22000 3694000 CB4856
II 3684000 3685000 both yes 3672000 22000 3694000 CB4856
II 3685000 3686000 both yes 3672000 22000 3694000 CB4856
II 3686000 3687000 both yes 3672000 22000 3694000 CB4856
II 3687000 3688000 both yes 3672000 22000 3694000 CB4856
II 3688000 3689000 both yes 3672000 22000 3694000 CB4856
II 3689000 3690000 both yes 3672000 22000 3694000 CB4856
II 3690000 3691000 both yes 3672000 22000 3694000 CB4856
II 3691000 3692000 both yes 3672000 22000 3694000 CB4856
II 3692000 3693000 both yes 3672000 22000 3694000 CB4856
II 3693000 3694000 short_only yes 3672000 22000 3694000 CB4856
II 3720000 3721000 both yes 3720000 18000 3738000 CB4856
II 3721000 3722000 both yes 3720000 18000 3738000 CB4856
II 3722000 3723000 both yes 3720000 18000 3738000 CB4856
II 3723000 3724000 both yes 3720000 18000 3738000 CB4856
II 3724000 3725000 both yes 3720000 18000 3738000 CB4856
II 3725000 3726000 both yes 3720000 18000 3738000 CB4856
II 3726000 3727000 both yes 3720000 18000 3738000 CB4856
II 3727000 3728000 both yes 3720000 18000 3738000 CB4856
II 3728000 3729000 both yes 3720000 18000 3738000 CB4856
II 3729000 3730000 both yes 3720000 18000 3738000 CB4856
II 3730000 3731000 short_only yes 3720000 18000 3738000 CB4856
II 3731000 3732000 short_only yes 3720000 18000 3738000 CB4856
II 3732000 3733000 short_only yes 3720000 18000 3738000 CB4856
II 3733000 3734000 short_only yes 3720000 18000 3738000 CB4856
II 3734000 3735000 short_only yes 3720000 18000 3738000 CB4856
II 3735000 3736000 short_only yes 3720000 18000 3738000 CB4856
II 3736000 3737000 short_only yes 3720000 18000 3738000 CB4856
II 3737000 3738000 short_only yes 3720000 18000 3738000 CB4856
II 3745000 3746000 short_only yes 3745000 15000 3760000 CB4856
II 3746000 3747000 short_only yes 3745000 15000 3760000 CB4856
II 3747000 3748000 both yes 3745000 15000 3760000 CB4856
II 3748000 3749000 both yes 3745000 15000 3760000 CB4856
II 3749000 3750000 both yes 3745000 15000 3760000 CB4856
II 3750000 3751000 both yes 3745000 15000 3760000 CB4856
II 3751000 3752000 both yes 3745000 15000 3760000 CB4856
II 3752000 3753000 both yes 3745000 15000 3760000 CB4856
II 3753000 3754000 both yes 3745000 15000 3760000 CB4856
II 3754000 3755000 both yes 3745000 15000 3760000 CB4856
II 3755000 3756000 both yes 3745000 15000 3760000 CB4856
II 3756000 3757000 both yes 3745000 15000 3760000 CB4856
II 3757000 3758000 both yes 3745000 15000 3760000 CB4856
II 3758000 3759000 short_only yes 3745000 15000 3760000 CB4856
II 3759000 3760000 short_only yes 3745000 15000 3760000 CB4856
II 11985000 11986000 short_only yes 11985000 9000 11994000 CB4856
II 11986000 11987000 short_only yes 11985000 9000 11994000 CB4856
II 11987000 11988000 short_only yes 11985000 9000 11994000 CB4856
II 11988000 11989000 short_only yes 11985000 9000 11994000 CB4856
II 11989000 11990000 short_only yes 11985000 9000 11994000 CB4856
II 11990000 11991000 short_only yes 11985000 9000 11994000 CB4856
II 11991000 11992000 short_only yes 11985000 9000 11994000 CB4856
II 11992000 11993000 short_only yes 11985000 9000 11994000 CB4856
II 11993000 11994000 short_only yes 11985000 9000 11994000 CB4856
II 12680000 12681000 short_only yes 12680000 24000 12704000 CB4856
II 12681000 12682000 short_only yes 12680000 24000 12704000 CB4856
II 12682000 12683000 short_only yes 12680000 24000 12704000 CB4856
II 12683000 12684000 short_only yes 12680000 24000 12704000 CB4856
II 12684000 12685000 short_only yes 12680000 24000 12704000 CB4856
II 12685000 12686000 short_only yes 12680000 24000 12704000 CB4856
II 12686000 12687000 short_only yes 12680000 24000 12704000 CB4856
II 12687000 12688000 short_only yes 12680000 24000 12704000 CB4856
II 12688000 12689000 short_only yes 12680000 24000 12704000 CB4856
II 12689000 12690000 short_only yes 12680000 24000 12704000 CB4856
II 12690000 12691000 short_only yes 12680000 24000 12704000 CB4856
II 12691000 12692000 short_only yes 12680000 24000 12704000 CB4856
II 12692000 12693000 short_only yes 12680000 24000 12704000 CB4856
II 12693000 12694000 short_only yes 12680000 24000 12704000 CB4856
II 12694000 12695000 short_only yes 12680000 24000 12704000 CB4856
II 12695000 12696000 short_only yes 12680000 24000 12704000 CB4856
II 12696000 12697000 short_only yes 12680000 24000 12704000 CB4856
II 12697000 12698000 short_only yes 12680000 24000 12704000 CB4856
II 12698000 12699000 short_only yes 12680000 24000 12704000 CB4856
II 12699000 12700000 short_only yes 12680000 24000 12704000 CB4856
II 12700000 12701000 short_only yes 12680000 24000 12704000 CB4856
II 12701000 12702000 short_only yes 12680000 24000 12704000 CB4856
II 12702000 12703000 short_only yes 12680000 24000 12704000 CB4856
II 12703000 12704000 short_only yes 12680000 24000 12704000 CB4856
II 13740000 13741000 short_only yes 13740000 10000 13750000 CB4856
II 13741000 13742000 short_only yes 13740000 10000 13750000 CB4856
II 13742000 13743000 short_only yes 13740000 10000 13750000 CB4856
II 13743000 13744000 short_only yes 13740000 10000 13750000 CB4856
II 13744000 13745000 short_only yes 13740000 10000 13750000 CB4856
II 13745000 13746000 short_only yes 13740000 10000 13750000 CB4856
II 13746000 13747000 short_only yes 13740000 10000 13750000 CB4856
II 13747000 13748000 short_only yes 13740000 10000 13750000 CB4856
II 13748000 13749000 short_only yes 13740000 10000 13750000 CB4856
II 13749000 13750000 short_only yes 13740000 10000 13750000 CB4856
II 14310000 14311000 short_only yes 14310000 30000 14340000 CB4856
II 14311000 14312000 short_only yes 14310000 30000 14340000 CB4856
II 14312000 14313000 short_only yes 14310000 30000 14340000 CB4856
II 14313000 14314000 short_only yes 14310000 30000 14340000 CB4856
II 14314000 14315000 short_only yes 14310000 30000 14340000 CB4856
II 14315000 14316000 short_only yes 14310000 30000 14340000 CB4856
II 14316000 14317000 short_only yes 14310000 30000 14340000 CB4856
II 14317000 14318000 short_only yes 14310000 30000 14340000 CB4856
II 14318000 14319000 short_only yes 14310000 30000 14340000 CB4856
II 14319000 14320000 short_only yes 14310000 30000 14340000 CB4856
II 14320000 14321000 both yes 14310000 30000 14340000 CB4856
II 14321000 14322000 both yes 14310000 30000 14340000 CB4856
II 14322000 14323000 both yes 14310000 30000 14340000 CB4856
II 14323000 14324000 both yes 14310000 30000 14340000 CB4856
II 14324000 14325000 both yes 14310000 30000 14340000 CB4856
II 14325000 14326000 both yes 14310000 30000 14340000 CB4856
II 14326000 14327000 both yes 14310000 30000 14340000 CB4856
II 14327000 14328000 both yes 14310000 30000 14340000 CB4856
II 14328000 14329000 both yes 14310000 30000 14340000 CB4856
II 14329000 14330000 both yes 14310000 30000 14340000 CB4856
II 14330000 14331000 both yes 14310000 30000 14340000 CB4856
II 14331000 14332000 both yes 14310000 30000 14340000 CB4856
II 14332000 14333000 both yes 14310000 30000 14340000 CB4856
II 14333000 14334000 both yes 14310000 30000 14340000 CB4856
II 14334000 14335000 both yes 14310000 30000 14340000 CB4856
II 14335000 14336000 both yes 14310000 30000 14340000 CB4856
II 14336000 14337000 both yes 14310000 30000 14340000 CB4856
II 14337000 14338000 long_only yes 14310000 30000 14340000 CB4856
II 14338000 14339000 long_only yes 14310000 30000 14340000 CB4856
II 14339000 14340000 long_only yes 14310000 30000 14340000 CB4856
III 0 1000 both yes 0 41000 41000 CB4856
III 1000 2000 both yes 0 41000 41000 CB4856
III 2000 3000 both yes 0 41000 41000 CB4856
III 3000 4000 both yes 0 41000 41000 CB4856
III 4000 5000 both yes 0 41000 41000 CB4856
III 5000 6000 both yes 0 41000 41000 CB4856
III 6000 7000 both yes 0 41000 41000 CB4856
III 7000 8000 both yes 0 41000 41000 CB4856
III 8000 9000 both yes 0 41000 41000 CB4856
III 9000 10000 both yes 0 41000 41000 CB4856
III 10000 11000 both yes 0 41000 41000 CB4856
III 11000 12000 both yes 0 41000 41000 CB4856
III 12000 13000 both yes 0 41000 41000 CB4856
III 13000 14000 both yes 0 41000 41000 CB4856
III 14000 15000 both yes 0 41000 41000 CB4856
III 15000 16000 both yes 0 41000 41000 CB4856
III 16000 17000 both yes 0 41000 41000 CB4856
III 17000 18000 both yes 0 41000 41000 CB4856
III 18000 19000 both yes 0 41000 41000 CB4856
III 19000 20000 both yes 0 41000 41000 CB4856
III 20000 21000 both yes 0 41000 41000 CB4856
III 21000 22000 both yes 0 41000 41000 CB4856
III 22000 23000 both yes 0 41000 41000 CB4856
III 23000 24000 both yes 0 41000 41000 CB4856
III 24000 25000 both yes 0 41000 41000 CB4856
III 25000 26000 both yes 0 41000 41000 CB4856
III 26000 27000 both yes 0 41000 41000 CB4856
III 27000 28000 both yes 0 41000 41000 CB4856
III 28000 29000 both yes 0 41000 41000 CB4856
III 29000 30000 both yes 0 41000 41000 CB4856
III 30000 31000 both yes 0 41000 41000 CB4856
III 31000 32000 both yes 0 41000 41000 CB4856
III 32000 33000 both yes 0 41000 41000 CB4856
III 33000 34000 both yes 0 41000 41000 CB4856
III 34000 35000 both yes 0 41000 41000 CB4856
III 35000 36000 both yes 0 41000 41000 CB4856
III 36000 37000 both yes 0 41000 41000 CB4856
III 37000 38000 both yes 0 41000 41000 CB4856
III 38000 39000 short_only yes 0 41000 41000 CB4856
III 39000 40000 short_only yes 0 41000 41000 CB4856
III 40000 41000 short_only yes 0 41000 41000 CB4856
III 50000 51000 short_only yes 50000 59000 109000 CB4856
III 51000 52000 short_only yes 50000 59000 109000 CB4856
III 52000 53000 short_only yes 50000 59000 109000 CB4856
III 53000 54000 short_only yes 50000 59000 109000 CB4856
III 54000 55000 short_only yes 50000 59000 109000 CB4856
III 55000 56000 short_only yes 50000 59000 109000 CB4856
III 56000 57000 short_only yes 50000 59000 109000 CB4856
III 57000 58000 short_only yes 50000 59000 109000 CB4856
III 58000 59000 short_only yes 50000 59000 109000 CB4856
III 59000 60000 short_only yes 50000 59000 109000 CB4856
III 60000 61000 short_only yes 50000 59000 109000 CB4856
III 61000 62000 short_only yes 50000 59000 109000 CB4856
III 62000 63000 short_only yes 50000 59000 109000 CB4856
III 63000 64000 short_only yes 50000 59000 109000 CB4856
III 64000 65000 short_only yes 50000 59000 109000 CB4856
III 65000 66000 short_only yes 50000 59000 109000 CB4856
III 66000 67000 short_only yes 50000 59000 109000 CB4856
III 67000 68000 short_only yes 50000 59000 109000 CB4856
III 68000 69000 both yes 50000 59000 109000 CB4856
III 69000 70000 both yes 50000 59000 109000 CB4856
III 70000 71000 both yes 50000 59000 109000 CB4856
III 71000 72000 both yes 50000 59000 109000 CB4856
III 72000 73000 both yes 50000 59000 109000 CB4856
III 73000 74000 both yes 50000 59000 109000 CB4856
III 74000 75000 both yes 50000 59000 109000 CB4856
III 75000 76000 both yes 50000 59000 109000 CB4856
III 76000 77000 both yes 50000 59000 109000 CB4856
III 77000 78000 both yes 50000 59000 109000 CB4856
III 78000 79000 both yes 50000 59000 109000 CB4856
III 79000 80000 both yes 50000 59000 109000 CB4856
III 80000 81000 both yes 50000 59000 109000 CB4856
III 81000 82000 both yes 50000 59000 109000 CB4856
III 82000 83000 both yes 50000 59000 109000 CB4856
III 83000 84000 both yes 50000 59000 109000 CB4856
III 84000 85000 both yes 50000 59000 109000 CB4856
III 85000 86000 both yes 50000 59000 109000 CB4856
III 86000 87000 both yes 50000 59000 109000 CB4856
III 87000 88000 both yes 50000 59000 109000 CB4856
III 88000 89000 both yes 50000 59000 109000 CB4856
III 89000 90000 both yes 50000 59000 109000 CB4856
III 90000 91000 both yes 50000 59000 109000 CB4856
III 91000 92000 both yes 50000 59000 109000 CB4856
III 92000 93000 both yes 50000 59000 109000 CB4856
III 93000 94000 both yes 50000 59000 109000 CB4856
III 94000 95000 both yes 50000 59000 109000 CB4856
III 95000 96000 both yes 50000 59000 109000 CB4856
III 96000 97000 both yes 50000 59000 109000 CB4856
III 97000 98000 long_only yes 50000 59000 109000 CB4856
III 98000 99000 long_only yes 50000 59000 109000 CB4856
III 99000 1e+05 long_only yes 50000 59000 109000 CB4856
III 1e+05 101000 long_only yes 50000 59000 109000 CB4856
III 101000 102000 long_only yes 50000 59000 109000 CB4856
III 102000 103000 long_only yes 50000 59000 109000 CB4856
III 103000 104000 long_only yes 50000 59000 109000 CB4856
III 104000 105000 long_only yes 50000 59000 109000 CB4856
III 105000 106000 long_only yes 50000 59000 109000 CB4856
III 106000 107000 long_only yes 50000 59000 109000 CB4856
III 107000 108000 long_only yes 50000 59000 109000 CB4856
III 108000 109000 long_only yes 50000 59000 109000 CB4856
III 111000 112000 short_only yes 111000 22000 133000 CB4856
III 112000 113000 short_only yes 111000 22000 133000 CB4856
III 113000 114000 short_only yes 111000 22000 133000 CB4856
III 114000 115000 both yes 111000 22000 133000 CB4856
III 115000 116000 both yes 111000 22000 133000 CB4856
III 116000 117000 both yes 111000 22000 133000 CB4856
III 117000 118000 both yes 111000 22000 133000 CB4856
III 118000 119000 both yes 111000 22000 133000 CB4856
III 119000 120000 both yes 111000 22000 133000 CB4856
III 120000 121000 both yes 111000 22000 133000 CB4856
III 121000 122000 both yes 111000 22000 133000 CB4856
III 122000 123000 both yes 111000 22000 133000 CB4856
III 123000 124000 both yes 111000 22000 133000 CB4856
III 124000 125000 both yes 111000 22000 133000 CB4856
III 125000 126000 both yes 111000 22000 133000 CB4856
III 126000 127000 both yes 111000 22000 133000 CB4856
III 127000 128000 both yes 111000 22000 133000 CB4856
III 128000 129000 both yes 111000 22000 133000 CB4856
III 129000 130000 both yes 111000 22000 133000 CB4856
III 130000 131000 long_only yes 111000 22000 133000 CB4856
III 131000 132000 long_only yes 111000 22000 133000 CB4856
III 132000 133000 long_only yes 111000 22000 133000 CB4856
III 138000 139000 short_only yes 138000 23000 161000 CB4856
III 139000 140000 short_only yes 138000 23000 161000 CB4856
III 140000 141000 short_only yes 138000 23000 161000 CB4856
III 141000 142000 short_only yes 138000 23000 161000 CB4856
III 142000 143000 short_only yes 138000 23000 161000 CB4856
III 143000 144000 short_only yes 138000 23000 161000 CB4856
III 144000 145000 both yes 138000 23000 161000 CB4856
III 145000 146000 both yes 138000 23000 161000 CB4856
III 146000 147000 both yes 138000 23000 161000 CB4856
III 147000 148000 both yes 138000 23000 161000 CB4856
III 148000 149000 both yes 138000 23000 161000 CB4856
III 149000 150000 both yes 138000 23000 161000 CB4856
III 150000 151000 both yes 138000 23000 161000 CB4856
III 151000 152000 both yes 138000 23000 161000 CB4856
III 152000 153000 both yes 138000 23000 161000 CB4856
III 153000 154000 both yes 138000 23000 161000 CB4856
III 154000 155000 both yes 138000 23000 161000 CB4856
III 155000 156000 short_only yes 138000 23000 161000 CB4856
III 156000 157000 short_only yes 138000 23000 161000 CB4856
III 157000 158000 short_only yes 138000 23000 161000 CB4856
III 158000 159000 short_only yes 138000 23000 161000 CB4856
III 159000 160000 short_only yes 138000 23000 161000 CB4856
III 160000 161000 short_only yes 138000 23000 161000 CB4856
III 697000 698000 short_only yes 697000 10000 707000 CB4856
III 698000 699000 short_only yes 697000 10000 707000 CB4856
III 699000 7e+05 short_only yes 697000 10000 707000 CB4856
III 7e+05 701000 short_only yes 697000 10000 707000 CB4856
III 701000 702000 short_only yes 697000 10000 707000 CB4856
III 702000 703000 short_only yes 697000 10000 707000 CB4856
III 703000 704000 short_only yes 697000 10000 707000 CB4856
III 704000 705000 short_only yes 697000 10000 707000 CB4856
III 705000 706000 short_only yes 697000 10000 707000 CB4856
III 706000 707000 short_only yes 697000 10000 707000 CB4856
III 946000 947000 both yes 946000 48000 994000 CB4856
III 947000 948000 both yes 946000 48000 994000 CB4856
III 948000 949000 both yes 946000 48000 994000 CB4856
III 949000 950000 both yes 946000 48000 994000 CB4856
III 950000 951000 both yes 946000 48000 994000 CB4856
III 951000 952000 both yes 946000 48000 994000 CB4856
III 952000 953000 both yes 946000 48000 994000 CB4856
III 953000 954000 both yes 946000 48000 994000 CB4856
III 954000 955000 both yes 946000 48000 994000 CB4856
III 955000 956000 both yes 946000 48000 994000 CB4856
III 956000 957000 both yes 946000 48000 994000 CB4856
III 957000 958000 both yes 946000 48000 994000 CB4856
III 958000 959000 both yes 946000 48000 994000 CB4856
III 959000 960000 both yes 946000 48000 994000 CB4856
III 960000 961000 both yes 946000 48000 994000 CB4856
III 961000 962000 both yes 946000 48000 994000 CB4856
III 962000 963000 both yes 946000 48000 994000 CB4856
III 963000 964000 both yes 946000 48000 994000 CB4856
III 964000 965000 both yes 946000 48000 994000 CB4856
III 965000 966000 both yes 946000 48000 994000 CB4856
III 966000 967000 both yes 946000 48000 994000 CB4856
III 967000 968000 both yes 946000 48000 994000 CB4856
III 968000 969000 both yes 946000 48000 994000 CB4856
III 969000 970000 both yes 946000 48000 994000 CB4856
III 970000 971000 both yes 946000 48000 994000 CB4856
III 971000 972000 both yes 946000 48000 994000 CB4856
III 972000 973000 both yes 946000 48000 994000 CB4856
III 973000 974000 both yes 946000 48000 994000 CB4856
III 974000 975000 both yes 946000 48000 994000 CB4856
III 975000 976000 both yes 946000 48000 994000 CB4856
III 976000 977000 both yes 946000 48000 994000 CB4856
III 977000 978000 both yes 946000 48000 994000 CB4856
III 978000 979000 both yes 946000 48000 994000 CB4856
III 979000 980000 both yes 946000 48000 994000 CB4856
III 980000 981000 both yes 946000 48000 994000 CB4856
III 981000 982000 both yes 946000 48000 994000 CB4856
III 982000 983000 both yes 946000 48000 994000 CB4856
III 983000 984000 both yes 946000 48000 994000 CB4856
III 984000 985000 both yes 946000 48000 994000 CB4856
III 985000 986000 both yes 946000 48000 994000 CB4856
III 986000 987000 both yes 946000 48000 994000 CB4856
III 987000 988000 short_only yes 946000 48000 994000 CB4856
III 988000 989000 short_only yes 946000 48000 994000 CB4856
III 989000 990000 short_only yes 946000 48000 994000 CB4856
III 990000 991000 short_only yes 946000 48000 994000 CB4856
III 991000 992000 short_only yes 946000 48000 994000 CB4856
III 992000 993000 short_only yes 946000 48000 994000 CB4856
III 993000 994000 short_only yes 946000 48000 994000 CB4856
III 1082000 1083000 short_only yes 1082000 15000 1097000 CB4856
III 1083000 1084000 short_only yes 1082000 15000 1097000 CB4856
III 1084000 1085000 short_only yes 1082000 15000 1097000 CB4856
III 1085000 1086000 short_only yes 1082000 15000 1097000 CB4856
III 1086000 1087000 short_only yes 1082000 15000 1097000 CB4856
III 1087000 1088000 short_only yes 1082000 15000 1097000 CB4856
III 1088000 1089000 short_only yes 1082000 15000 1097000 CB4856
III 1089000 1090000 short_only yes 1082000 15000 1097000 CB4856
III 1090000 1091000 short_only yes 1082000 15000 1097000 CB4856
III 1091000 1092000 short_only yes 1082000 15000 1097000 CB4856
III 1092000 1093000 short_only yes 1082000 15000 1097000 CB4856
III 1093000 1094000 short_only yes 1082000 15000 1097000 CB4856
III 1094000 1095000 short_only yes 1082000 15000 1097000 CB4856
III 1095000 1096000 short_only yes 1082000 15000 1097000 CB4856
III 1096000 1097000 short_only yes 1082000 15000 1097000 CB4856
III 1296000 1297000 long_only yes 1296000 18000 1314000 CB4856
III 1297000 1298000 long_only yes 1296000 18000 1314000 CB4856
III 1298000 1299000 long_only yes 1296000 18000 1314000 CB4856
III 1299000 1300000 long_only yes 1296000 18000 1314000 CB4856
III 1300000 1301000 long_only yes 1296000 18000 1314000 CB4856
III 1301000 1302000 long_only yes 1296000 18000 1314000 CB4856
III 1302000 1303000 long_only yes 1296000 18000 1314000 CB4856
III 1303000 1304000 both yes 1296000 18000 1314000 CB4856
III 1304000 1305000 both yes 1296000 18000 1314000 CB4856
III 1305000 1306000 both yes 1296000 18000 1314000 CB4856
III 1306000 1307000 both yes 1296000 18000 1314000 CB4856
III 1307000 1308000 both yes 1296000 18000 1314000 CB4856
III 1308000 1309000 both yes 1296000 18000 1314000 CB4856
III 1309000 1310000 both yes 1296000 18000 1314000 CB4856
III 1310000 1311000 both yes 1296000 18000 1314000 CB4856
III 1311000 1312000 both yes 1296000 18000 1314000 CB4856
III 1312000 1313000 short_only yes 1296000 18000 1314000 CB4856
III 1313000 1314000 short_only yes 1296000 18000 1314000 CB4856
III 1347000 1348000 long_only yes 1347000 9000 1356000 CB4856
III 1348000 1349000 long_only yes 1347000 9000 1356000 CB4856
III 1349000 1350000 long_only yes 1347000 9000 1356000 CB4856
III 1350000 1351000 long_only yes 1347000 9000 1356000 CB4856
III 1351000 1352000 long_only yes 1347000 9000 1356000 CB4856
III 1352000 1353000 long_only yes 1347000 9000 1356000 CB4856
III 1353000 1354000 long_only yes 1347000 9000 1356000 CB4856
III 1354000 1355000 long_only yes 1347000 9000 1356000 CB4856
III 1355000 1356000 long_only yes 1347000 9000 1356000 CB4856
III 1359000 1360000 short_only yes 1359000 66000 1425000 CB4856
III 1360000 1361000 both yes 1359000 66000 1425000 CB4856
III 1361000 1362000 both yes 1359000 66000 1425000 CB4856
III 1362000 1363000 both yes 1359000 66000 1425000 CB4856
III 1363000 1364000 both yes 1359000 66000 1425000 CB4856
III 1364000 1365000 both yes 1359000 66000 1425000 CB4856
III 1365000 1366000 both yes 1359000 66000 1425000 CB4856
III 1366000 1367000 both yes 1359000 66000 1425000 CB4856
III 1367000 1368000 both yes 1359000 66000 1425000 CB4856
III 1368000 1369000 both yes 1359000 66000 1425000 CB4856
III 1369000 1370000 both yes 1359000 66000 1425000 CB4856
III 1370000 1371000 both yes 1359000 66000 1425000 CB4856
III 1371000 1372000 both yes 1359000 66000 1425000 CB4856
III 1372000 1373000 both yes 1359000 66000 1425000 CB4856
III 1373000 1374000 both yes 1359000 66000 1425000 CB4856
III 1374000 1375000 both yes 1359000 66000 1425000 CB4856
III 1375000 1376000 both yes 1359000 66000 1425000 CB4856
III 1376000 1377000 both yes 1359000 66000 1425000 CB4856
III 1377000 1378000 both yes 1359000 66000 1425000 CB4856
III 1378000 1379000 both yes 1359000 66000 1425000 CB4856
III 1379000 1380000 both yes 1359000 66000 1425000 CB4856
III 1380000 1381000 both yes 1359000 66000 1425000 CB4856
III 1381000 1382000 both yes 1359000 66000 1425000 CB4856
III 1382000 1383000 both yes 1359000 66000 1425000 CB4856
III 1383000 1384000 both yes 1359000 66000 1425000 CB4856
III 1384000 1385000 both yes 1359000 66000 1425000 CB4856
III 1385000 1386000 both yes 1359000 66000 1425000 CB4856
III 1386000 1387000 both yes 1359000 66000 1425000 CB4856
III 1387000 1388000 short_only yes 1359000 66000 1425000 CB4856
III 1388000 1389000 short_only yes 1359000 66000 1425000 CB4856
III 1389000 1390000 both yes 1359000 66000 1425000 CB4856
III 1390000 1391000 both yes 1359000 66000 1425000 CB4856
III 1391000 1392000 both yes 1359000 66000 1425000 CB4856
III 1392000 1393000 both yes 1359000 66000 1425000 CB4856
III 1393000 1394000 both yes 1359000 66000 1425000 CB4856
III 1394000 1395000 both yes 1359000 66000 1425000 CB4856
III 1395000 1396000 both yes 1359000 66000 1425000 CB4856
III 1396000 1397000 both yes 1359000 66000 1425000 CB4856
III 1397000 1398000 both yes 1359000 66000 1425000 CB4856
III 1398000 1399000 short_only yes 1359000 66000 1425000 CB4856
III 1399000 1400000 short_only yes 1359000 66000 1425000 CB4856
III 1400000 1401000 short_only yes 1359000 66000 1425000 CB4856
III 1401000 1402000 both yes 1359000 66000 1425000 CB4856
III 1402000 1403000 both yes 1359000 66000 1425000 CB4856
III 1403000 1404000 both yes 1359000 66000 1425000 CB4856
III 1404000 1405000 both yes 1359000 66000 1425000 CB4856
III 1405000 1406000 both yes 1359000 66000 1425000 CB4856
III 1406000 1407000 both yes 1359000 66000 1425000 CB4856
III 1407000 1408000 both yes 1359000 66000 1425000 CB4856
III 1408000 1409000 both yes 1359000 66000 1425000 CB4856
III 1409000 1410000 both yes 1359000 66000 1425000 CB4856
III 1410000 1411000 both yes 1359000 66000 1425000 CB4856
III 1411000 1412000 both yes 1359000 66000 1425000 CB4856
III 1412000 1413000 both yes 1359000 66000 1425000 CB4856
III 1413000 1414000 both yes 1359000 66000 1425000 CB4856
III 1414000 1415000 both yes 1359000 66000 1425000 CB4856
III 1415000 1416000 both yes 1359000 66000 1425000 CB4856
III 1416000 1417000 both yes 1359000 66000 1425000 CB4856
III 1417000 1418000 short_only yes 1359000 66000 1425000 CB4856
III 1418000 1419000 short_only yes 1359000 66000 1425000 CB4856
III 1419000 1420000 short_only yes 1359000 66000 1425000 CB4856
III 1420000 1421000 short_only yes 1359000 66000 1425000 CB4856
III 1421000 1422000 short_only yes 1359000 66000 1425000 CB4856
III 1422000 1423000 short_only yes 1359000 66000 1425000 CB4856
III 1423000 1424000 short_only yes 1359000 66000 1425000 CB4856
III 1424000 1425000 short_only yes 1359000 66000 1425000 CB4856
III 1757000 1758000 short_only yes 1757000 10000 1767000 CB4856
III 1758000 1759000 both yes 1757000 10000 1767000 CB4856
III 1759000 1760000 both yes 1757000 10000 1767000 CB4856
III 1760000 1761000 both yes 1757000 10000 1767000 CB4856
III 1761000 1762000 both yes 1757000 10000 1767000 CB4856
III 1762000 1763000 both yes 1757000 10000 1767000 CB4856
III 1763000 1764000 both yes 1757000 10000 1767000 CB4856
III 1764000 1765000 both yes 1757000 10000 1767000 CB4856
III 1765000 1766000 both yes 1757000 10000 1767000 CB4856
III 1766000 1767000 both yes 1757000 10000 1767000 CB4856
III 1861000 1862000 short_only yes 1861000 9000 1870000 CB4856
III 1862000 1863000 short_only yes 1861000 9000 1870000 CB4856
III 1863000 1864000 short_only yes 1861000 9000 1870000 CB4856
III 1864000 1865000 short_only yes 1861000 9000 1870000 CB4856
III 1865000 1866000 short_only yes 1861000 9000 1870000 CB4856
III 1866000 1867000 short_only yes 1861000 9000 1870000 CB4856
