CHROM	START_BIN	END_BIN
II	13830000	13831000
II	13831000	13832000
II	13832000	13833000
II	13833000	13834000
II	13834000	13835000
II	13835000	13836000
II	13836000	13837000
II	13837000	13838000
II	13838000	13839000
II	13839000	13840000
II	13840000	13841000
II	13841000	13842000
II	13842000	13843000
II	13852000	13853000
II	13853000	13854000
II	13854000	13855000
II	13855000	13856000
II	13856000	13857000
II	13857000	13858000
II	13858000	13859000
II	13859000	13860000
II	13860000	13861000
II	13861000	13862000
II	13886000	13887000
II	13887000	13888000
II	13888000	13889000
II	13898000	13899000
II	13899000	13900000
II	13900000	13901000
II	13901000	13902000
II	13902000	13903000
II	13903000	13904000
II	13904000	13905000
II	13905000	13906000
II	13906000	13907000
II	13907000	13908000
II	13908000	13909000
II	13909000	13910000
II	13910000	13911000
II	13911000	13912000
II	13912000	13913000
II	13913000	13914000
II	13914000	13915000
II	13915000	13916000
II	13916000	13917000
II	13917000	13918000
II	13918000	13919000
II	13919000	13920000
II	13920000	13921000
II	13921000	13922000
II	13922000	13923000
II	13923000	13924000
II	13924000	13925000
II	13925000	13926000
II	13926000	13927000
II	13927000	13928000
II	13928000	13929000
II	13929000	13930000
II	13930000	13931000
II	13931000	13932000
II	13932000	13933000
II	13933000	13934000
II	13934000	13935000
II	13935000	13936000
II	13957000	13958000
II	13958000	13959000
II	13959000	13960000
II	13960000	13961000
II	13961000	13962000
II	13962000	13963000
II	13963000	13964000
II	13964000	13965000
II	13965000	13966000
II	13966000	13967000
II	13978000	13979000
II	13979000	13980000
II	13980000	13981000
II	13981000	13982000
II	13982000	13983000
II	13983000	13984000
II	13984000	13985000
II	13985000	13986000
II	13986000	13987000
II	13987000	13988000
II	13988000	13989000
II	13989000	13990000
II	13990000	13991000
II	13991000	13992000
II	13992000	13993000
II	13993000	13994000
II	13994000	13995000
II	13995000	13996000
II	13996000	13997000
II	13997000	13998000
II	13998000	13999000
II	13999000	14000000
II	14000000	14001000
II	14001000	14002000
II	14002000	14003000
II	14003000	14004000
II	14004000	14005000
II	14005000	14006000
II	14006000	14007000
II	14007000	14008000
II	14008000	14009000
II	14009000	14010000
II	14010000	14011000
II	14011000	14012000
II	14012000	14013000
II	14013000	14014000
II	14014000	14015000
II	14015000	14016000
II	14016000	14017000
II	14017000	14018000
II	14018000	14019000
II	14019000	14020000
II	14020000	14021000
II	14021000	14022000
II	14022000	14023000
II	14023000	14024000
II	14024000	14025000
II	14025000	14026000
II	14026000	14027000
II	14027000	14028000
II	14028000	14029000
II	14029000	14030000
II	14030000	14031000
II	14031000	14032000
II	14032000	14033000
II	14033000	14034000
II	14034000	14035000
II	14035000	14036000
II	14036000	14037000
II	14037000	14038000
II	14038000	14039000
II	14039000	14040000
II	14040000	14041000
II	14041000	14042000
II	14042000	14043000
II	14043000	14044000
II	14044000	14045000
II	14045000	14046000
II	14046000	14047000
II	14047000	14048000
II	14048000	14049000
II	14049000	14050000
II	14050000	14051000
II	14051000	14052000
II	14052000	14053000
II	14053000	14054000
II	14054000	14055000
II	14055000	14056000
II	14056000	14057000
II	14057000	14058000
II	14058000	14059000
II	14059000	14060000
II	14060000	14061000
II	14061000	14062000
II	14062000	14063000
II	14063000	14064000
II	14064000	14065000
II	14065000	14066000
II	14066000	14067000
II	14067000	14068000
II	14068000	14069000
II	14069000	14070000
II	14070000	14071000
II	14071000	14072000
II	14072000	14073000
II	14073000	14074000
II	14074000	14075000
II	14075000	14076000
II	14090000	14091000
II	14091000	14092000
II	14092000	14093000
II	14093000	14094000
II	14094000	14095000
II	14095000	14096000
II	14096000	14097000
II	14097000	14098000
II	14098000	14099000
II	14099000	14100000
II	14100000	14101000
II	14101000	14102000
II	14102000	14103000
II	14103000	14104000
II	14104000	14105000
II	14105000	14106000
II	14106000	14107000
II	14107000	14108000
II	14108000	14109000
II	14109000	14110000
II	14110000	14111000
II	14111000	14112000
II	14112000	14113000
II	14113000	14114000
II	14114000	14115000
II	14115000	14116000
II	14116000	14117000
II	14117000	14118000
II	14118000	14119000
II	14119000	14120000
II	14120000	14121000
II	14121000	14122000
II	14122000	14123000
II	14123000	14124000
II	14124000	14125000
II	14125000	14126000
II	14126000	14127000
II	14127000	14128000
II	14128000	14129000
II	14129000	14130000
II	14130000	14131000
II	14131000	14132000
II	14132000	14133000
II	14133000	14134000
II	14134000	14135000
II	14135000	14136000
II	14136000	14137000
II	14137000	14138000
II	14138000	14139000
II	14139000	14140000
II	14140000	14141000
II	14141000	14142000
II	14142000	14143000
II	14143000	14144000
II	14144000	14145000
II	14145000	14146000
II	14146000	14147000
II	14147000	14148000
II	14148000	14149000
II	14149000	14150000
II	14150000	14151000
II	14151000	14152000
II	14152000	14153000
II	14153000	14154000
II	14154000	14155000
II	14155000	14156000
II	14156000	14157000
II	14157000	14158000
II	14158000	14159000
II	14159000	14160000
II	14160000	14161000
II	14161000	14162000
II	14162000	14163000
II	14163000	14164000
II	14164000	14165000
II	14165000	14166000
II	14166000	14167000
II	14167000	14168000
II	14168000	14169000
II	14169000	14170000
II	14170000	14171000
II	14171000	14172000
II	14172000	14173000
II	14173000	14174000
II	14174000	14175000
II	14175000	14176000
II	14176000	14177000
II	14177000	14178000
II	14178000	14179000
II	14179000	14180000
II	14180000	14181000
II	14181000	14182000
II	14182000	14183000
II	14183000	14184000
II	14184000	14185000
II	14185000	14186000
II	14186000	14187000
II	14187000	14188000
II	14188000	14189000
II	14189000	14190000
II	14190000	14191000
II	14191000	14192000
II	14192000	14193000
II	14193000	14194000
II	14194000	14195000
II	14195000	14196000
II	14196000	14197000
II	14197000	14198000
II	14198000	14199000
II	14199000	14200000
II	14200000	14201000
II	14201000	14202000
II	14202000	14203000
II	14203000	14204000
II	14204000	14205000
II	14205000	14206000
II	14206000	14207000
II	14207000	14208000
II	14208000	14209000
II	14209000	14210000
II	14210000	14211000
II	14211000	14212000
II	14212000	14213000
II	14213000	14214000
II	14214000	14215000
II	14215000	14216000
II	14216000	14217000
II	14217000	14218000
II	14218000	14219000
II	14219000	14220000
II	14220000	14221000
II	14221000	14222000
II	14222000	14223000
II	14223000	14224000
II	14236000	14237000
II	14237000	14238000
II	14238000	14239000
II	14239000	14240000
II	14240000	14241000
II	14241000	14242000
II	14242000	14243000
II	14243000	14244000
II	14244000	14245000
II	14245000	14246000
II	14246000	14247000
II	14247000	14248000
II	14248000	14249000
II	14249000	14250000
II	14250000	14251000
II	14251000	14252000
II	14252000	14253000
II	14253000	14254000
II	14254000	14255000
II	14255000	14256000
II	14256000	14257000
II	14257000	14258000
II	14258000	14259000
II	14259000	14260000
II	14260000	14261000
II	14261000	14262000
II	14262000	14263000
II	14263000	14264000
II	14264000	14265000
II	14265000	14266000
II	14266000	14267000
II	14267000	14268000
II	14268000	14269000
II	14269000	14270000
II	14270000	14271000
II	14271000	14272000
II	14272000	14273000
II	14273000	14274000
II	14274000	14275000
II	14275000	14276000
II	14276000	14277000
II	14277000	14278000
II	14278000	14279000
II	14279000	14280000
II	14280000	14281000
II	14281000	14282000
II	14282000	14283000
II	14283000	14284000
II	14284000	14285000
II	14285000	14286000
II	14286000	14287000
II	14287000	14288000
II	14288000	14289000
II	14289000	14290000
II	14290000	14291000
II	14291000	14292000
II	14292000	14293000
II	14293000	14294000
II	14294000	14295000
II	14295000	14296000
II	14296000	14297000
II	14297000	14298000
II	14298000	14299000
II	14299000	14300000
II	14300000	14301000
II	14301000	14302000
II	14302000	14303000
II	14338000	14339000
II	14339000	14340000
II	14340000	14341000
II	14341000	14342000
II	14342000	14343000
II	14343000	14344000
II	14344000	14345000
II	14345000	14346000
II	14346000	14347000
II	14347000	14348000
II	14348000	14349000
II	14349000	14350000
II	14350000	14351000
II	14351000	14352000
II	14352000	14353000
II	14353000	14354000
II	14354000	14355000
II	14355000	14356000
II	14356000	14357000
II	14357000	14358000
II	14358000	14359000
II	14359000	14360000
II	14360000	14361000
II	14361000	14362000
II	14362000	14363000
II	14363000	14364000
II	14364000	14365000
II	14365000	14366000
II	14366000	14367000
II	14367000	14368000
II	14368000	14369000
II	14369000	14370000
II	14370000	14371000
II	14371000	14372000
II	14372000	14373000
II	14373000	14374000
II	14374000	14375000
II	14375000	14376000
II	14376000	14377000
II	14377000	14378000
II	14378000	14379000
II	14379000	14380000
II	14380000	14381000
II	14381000	14382000
II	14382000	14383000
II	14383000	14384000
II	14384000	14385000
II	14385000	14386000
II	14386000	14387000
II	14387000	14388000
II	14388000	14389000
II	14389000	14390000
II	14390000	14391000
II	14391000	14392000
II	14392000	14393000
II	14393000	14394000
II	14394000	14395000
II	14395000	14396000
II	14396000	14397000
II	14397000	14398000
II	14398000	14399000
II	14399000	14400000
II	14400000	14401000
II	14401000	14402000
II	14402000	14403000
II	14403000	14404000
II	14404000	14405000
II	14405000	14406000
II	14406000	14407000
II	14407000	14408000
II	14408000	14409000
II	14409000	14410000
II	14410000	14411000
II	14411000	14412000
II	14412000	14413000
II	14413000	14414000
II	14414000	14415000
II	14415000	14416000
II	14416000	14417000
II	14417000	14418000
II	14418000	14419000
II	14419000	14420000
II	14420000	14421000
II	14421000	14422000
II	14422000	14423000
II	14423000	14424000
II	14424000	14425000
II	14425000	14426000
II	14426000	14427000
II	14427000	14428000
II	14428000	14429000
II	14429000	14430000
II	14430000	14431000
II	14431000	14432000
II	14432000	14433000
II	14433000	14434000
II	14434000	14435000
II	14435000	14436000
II	14436000	14437000
II	14437000	14438000
II	14438000	14439000
II	14439000	14440000
II	14440000	14441000
II	14441000	14442000
II	14442000	14443000
II	14443000	14444000
II	14444000	14445000
II	14445000	14446000
II	14446000	14447000
II	14447000	14448000
II	14448000	14449000
II	14449000	14450000
II	14450000	14451000
II	14451000	14452000
II	14452000	14453000
II	14453000	14454000
II	14454000	14455000
II	14455000	14456000
II	14456000	14457000
II	14457000	14458000
II	14458000	14459000
II	14459000	14460000
II	14460000	14461000
II	14461000	14462000
II	14462000	14463000
II	14463000	14464000
II	14464000	14465000
II	14465000	14466000
II	14466000	14467000
II	14467000	14468000
II	14468000	14469000
II	14469000	14470000
II	14470000	14471000
II	14471000	14472000
II	14472000	14473000
II	14473000	14474000
II	14474000	14475000
II	14475000	14476000
II	14476000	14477000
II	14477000	14478000
II	14478000	14479000
II	14479000	14480000
II	14480000	14481000
II	14481000	14482000
II	14482000	14483000
II	14483000	14484000
II	14484000	14485000
II	14485000	14486000
II	14486000	14487000
II	14487000	14488000
II	14488000	14489000
II	14489000	14490000
II	14490000	14491000
II	14491000	14492000
II	14492000	14493000
II	14493000	14494000
II	14494000	14495000
II	14495000	14496000
II	14496000	14497000
II	14497000	14498000
II	14498000	14499000
II	14499000	14500000
II	14500000	14501000
II	14501000	14502000
II	14502000	14503000
II	14503000	14504000
II	14504000	14505000
II	14505000	14506000
II	14506000	14507000
II	14507000	14508000
II	14508000	14509000
II	14509000	14510000
II	14510000	14511000
II	14511000	14512000
II	14512000	14513000
II	14513000	14514000
II	14514000	14515000
II	14515000	14516000
II	14516000	14517000
II	14517000	14518000
II	14518000	14519000
II	14519000	14520000
II	14520000	14521000
II	14521000	14522000
II	14522000	14523000
II	14523000	14524000
II	14524000	14525000
II	14525000	14526000
II	14526000	14527000
II	14527000	14528000
II	14528000	14529000
II	14529000	14530000
II	14530000	14531000
II	14531000	14532000
II	14532000	14533000
II	14533000	14534000
II	14534000	14535000
II	14535000	14536000
II	14536000	14537000
II	14537000	14538000
II	14538000	14539000
II	14539000	14540000
II	14540000	14541000
II	14541000	14542000
II	14542000	14543000
II	14543000	14544000
II	14544000	14545000
II	14545000	14546000
II	14546000	14547000
II	14547000	14548000
II	14548000	14549000
II	14549000	14550000
II	14550000	14551000
II	14551000	14552000
II	14552000	14553000
II	14553000	14554000
II	14554000	14555000
II	14555000	14556000
II	14556000	14557000
II	14557000	14558000
II	14558000	14559000
II	14559000	14560000
II	14560000	14561000
II	14561000	14562000
II	14562000	14563000
II	14563000	14564000
II	14564000	14565000
II	14565000	14566000
II	14566000	14567000
II	14567000	14568000
II	14568000	14569000
II	14569000	14570000
II	14570000	14571000
II	14571000	14572000
II	14572000	14573000
II	14573000	14574000
II	14574000	14575000
II	14575000	14576000
II	14576000	14577000
II	14577000	14578000
II	14578000	14579000
II	14579000	14580000
II	14580000	14581000
II	14581000	14582000
II	14582000	14583000
II	14583000	14584000
II	14584000	14585000
II	14585000	14586000
II	14586000	14587000
II	14587000	14588000
II	14588000	14589000
II	14589000	14590000
II	14590000	14591000
II	14591000	14592000
II	14592000	14593000
II	14593000	14594000
II	14594000	14595000
II	14595000	14596000
II	14596000	14597000
II	14597000	14598000
II	14598000	14599000
II	14599000	14600000
II	14600000	14601000
II	14601000	14602000
II	14602000	14603000
II	14603000	14604000
II	14604000	14605000
II	14605000	14606000
II	14606000	14607000
II	14607000	14608000
II	14608000	14609000
III	494000	495000
III	495000	496000
III	496000	497000
III	497000	498000
III	498000	499000
III	499000	500000
III	500000	501000
III	501000	502000
III	502000	503000
III	503000	504000
III	504000	505000
III	505000	506000
III	506000	507000
III	507000	508000
III	508000	509000
III	509000	510000
III	510000	511000
III	511000	512000
III	512000	513000
III	513000	514000
III	514000	515000
III	515000	516000
III	516000	517000
III	517000	518000
III	518000	519000
III	519000	520000
III	520000	521000
III	521000	522000
III	522000	523000
III	523000	524000
III	524000	525000
III	525000	526000
III	526000	527000
III	527000	528000
III	528000	529000
III	529000	530000
III	530000	531000
III	531000	532000
III	532000	533000
III	533000	534000
III	534000	535000
III	535000	536000
III	536000	537000
III	537000	538000
III	538000	539000
III	539000	540000
III	540000	541000
III	541000	542000
III	542000	543000
III	543000	544000
III	544000	545000
III	545000	546000
III	546000	547000
III	547000	548000
III	548000	549000
III	549000	550000
III	550000	551000
III	551000	552000
III	552000	553000
III	553000	554000
III	554000	555000
III	555000	556000
III	556000	557000
III	557000	558000
III	558000	559000
III	559000	560000
III	560000	561000
III	561000	562000
III	562000	563000
III	563000	564000
III	564000	565000
III	565000	566000
III	566000	567000
III	567000	568000
III	568000	569000
III	569000	570000
III	570000	571000
III	571000	572000
III	572000	573000
III	573000	574000
III	574000	575000
III	575000	576000
III	576000	577000
III	577000	578000
III	578000	579000
III	579000	580000
III	580000	581000
III	581000	582000
III	582000	583000
III	583000	584000
III	584000	585000
III	585000	586000
III	586000	587000
III	587000	588000
III	588000	589000
III	589000	590000
III	590000	591000
III	591000	592000
III	592000	593000
III	593000	594000
III	594000	595000
III	595000	596000
III	596000	597000
III	597000	598000
III	598000	599000
III	599000	600000
III	600000	601000
III	601000	602000
III	602000	603000
III	603000	604000
III	604000	605000
III	605000	606000
III	606000	607000
III	607000	608000
III	608000	609000
III	609000	610000
III	610000	611000
III	611000	612000
III	612000	613000
III	613000	614000
III	614000	615000
III	615000	616000
III	616000	617000
III	617000	618000
III	618000	619000
III	619000	620000
III	620000	621000
III	621000	622000
III	622000	623000
III	623000	624000
III	624000	625000
III	625000	626000
III	626000	627000
III	627000	628000
III	628000	629000
III	629000	630000
III	630000	631000
III	631000	632000
III	632000	633000
III	633000	634000
III	634000	635000
III	635000	636000
III	636000	637000
III	637000	638000
III	638000	639000
III	639000	640000
III	640000	641000
III	641000	642000
III	642000	643000
III	643000	644000
III	644000	645000
III	645000	646000
III	646000	647000
III	647000	648000
III	648000	649000
III	649000	650000
III	650000	651000
III	651000	652000
III	652000	653000
III	653000	654000
III	654000	655000
III	655000	656000
III	656000	657000
III	657000	658000
III	658000	659000
III	659000	660000
III	660000	661000
III	661000	662000
III	662000	663000
III	663000	664000
III	664000	665000
III	665000	666000
III	666000	667000
III	667000	668000
III	668000	669000
III	669000	670000
III	670000	671000
III	671000	672000
III	672000	673000
III	673000	674000
III	674000	675000
III	675000	676000
III	676000	677000
III	677000	678000
III	678000	679000
III	679000	680000
III	680000	681000
III	681000	682000
III	682000	683000
III	683000	684000
III	684000	685000
III	685000	686000
III	686000	687000
III	687000	688000
III	688000	689000
III	689000	690000
III	690000	691000
III	691000	692000
III	692000	693000
III	693000	694000
III	694000	695000
III	695000	696000
III	696000	697000
III	708000	709000
III	709000	710000
III	710000	711000
III	711000	712000
III	712000	713000
III	713000	714000
III	714000	715000
III	715000	716000
III	716000	717000
III	717000	718000
III	718000	719000
III	719000	720000
III	720000	721000
III	721000	722000
III	722000	723000
III	723000	724000
III	724000	725000
III	725000	726000
III	726000	727000
III	727000	728000
III	728000	729000
III	729000	730000
III	730000	731000
III	731000	732000
III	732000	733000
III	733000	734000
III	734000	735000
III	735000	736000
III	736000	737000
III	737000	738000
III	738000	739000
III	739000	740000
III	740000	741000
III	741000	742000
III	742000	743000
III	743000	744000
III	744000	745000
III	745000	746000
III	746000	747000
III	747000	748000
III	748000	749000
III	749000	750000
III	750000	751000
III	751000	752000
III	752000	753000
III	753000	754000
III	754000	755000
III	755000	756000
III	756000	757000
III	757000	758000
III	758000	759000
III	759000	760000
III	760000	761000
III	761000	762000
III	762000	763000
III	763000	764000
III	764000	765000
III	765000	766000
III	766000	767000
III	767000	768000
III	768000	769000
III	769000	770000
III	770000	771000
III	771000	772000
III	772000	773000
III	773000	774000
III	774000	775000
III	775000	776000
III	776000	777000
III	777000	778000
III	778000	779000
III	779000	780000
III	780000	781000
III	781000	782000
III	782000	783000
III	783000	784000
III	784000	785000
III	785000	786000
III	786000	787000
III	787000	788000
III	788000	789000
III	789000	790000
III	790000	791000
III	791000	792000
III	792000	793000
III	793000	794000
III	794000	795000
III	795000	796000
III	796000	797000
III	797000	798000
III	798000	799000
III	799000	800000
III	800000	801000
III	801000	802000
III	802000	803000
III	803000	804000
III	804000	805000
III	805000	806000
III	806000	807000
III	807000	808000
III	808000	809000
III	809000	810000
III	810000	811000
III	811000	812000
III	812000	813000
III	813000	814000
III	814000	815000
III	815000	816000
III	816000	817000
III	817000	818000
III	818000	819000
III	819000	820000
III	820000	821000
III	821000	822000
III	822000	823000
III	823000	824000
III	824000	825000
III	825000	826000
III	826000	827000
III	827000	828000
III	828000	829000
III	829000	830000
III	830000	831000
III	831000	832000
III	832000	833000
III	833000	834000
III	834000	835000
III	835000	836000
III	836000	837000
III	837000	838000
III	838000	839000
III	839000	840000
III	840000	841000
III	841000	842000
III	842000	843000
III	843000	844000
III	844000	845000
III	845000	846000
III	846000	847000
III	847000	848000
III	848000	849000
III	849000	850000
III	850000	851000
III	851000	852000
III	852000	853000
III	853000	854000
III	854000	855000
III	855000	856000
III	856000	857000
III	857000	858000
III	858000	859000
III	859000	860000
III	860000	861000
III	861000	862000
III	862000	863000
III	863000	864000
III	864000	865000
III	865000	866000
III	866000	867000
III	867000	868000
III	868000	869000
III	869000	870000
III	870000	871000
III	871000	872000
III	872000	873000
III	873000	874000
III	874000	875000
III	875000	876000
III	876000	877000
III	877000	878000
III	878000	879000
III	879000	880000
III	880000	881000
III	881000	882000
III	882000	883000
III	883000	884000
III	884000	885000
III	885000	886000
III	886000	887000
III	887000	888000
III	888000	889000
III	889000	890000
III	890000	891000
III	891000	892000
III	892000	893000
III	893000	894000
III	894000	895000
III	895000	896000
III	896000	897000
III	897000	898000
III	898000	899000
III	899000	900000
III	900000	901000
III	901000	902000
III	902000	903000
III	903000	904000
III	904000	905000
III	905000	906000
III	906000	907000
III	907000	908000
III	908000	909000
III	909000	910000
III	910000	911000
III	911000	912000
III	912000	913000
III	913000	914000
III	914000	915000
III	915000	916000
III	916000	917000
III	917000	918000
III	918000	919000
III	919000	920000
III	934000	935000
III	935000	936000
III	1098000	1099000
III	1099000	1100000
III	1100000	1101000
III	1101000	1102000
III	1102000	1103000
III	1103000	1104000
III	1104000	1105000
III	1105000	1106000
III	1106000	1107000
III	1107000	1108000
III	1108000	1109000
III	1109000	1110000
III	1110000	1111000
III	1111000	1112000
III	1112000	1113000
III	1113000	1114000
III	1114000	1115000
III	1115000	1116000
III	1116000	1117000
III	1140000	1141000
III	1141000	1142000
III	1142000	1143000
III	1143000	1144000
III	1144000	1145000
III	1145000	1146000
III	1146000	1147000
III	1147000	1148000
III	1148000	1149000
III	1149000	1150000
III	1150000	1151000
III	1151000	1152000
III	1152000	1153000
III	1153000	1154000
III	1154000	1155000
III	1155000	1156000
III	1156000	1157000
III	1157000	1158000
III	1158000	1159000
III	1159000	1160000
III	1160000	1161000
III	1161000	1162000
III	1162000	1163000
III	1163000	1164000
III	1164000	1165000
III	1165000	1166000
III	1166000	1167000
III	1167000	1168000
III	1168000	1169000
III	1169000	1170000
III	1170000	1171000
III	1171000	1172000
III	1437000	1438000
III	1438000	1439000
III	1439000	1440000
III	1440000	1441000
III	1441000	1442000
III	1442000	1443000
III	1443000	1444000
III	1444000	1445000
III	1445000	1446000
III	1446000	1447000
III	1447000	1448000
III	1448000	1449000
III	1449000	1450000
III	1450000	1451000
III	1451000	1452000
III	1452000	1453000
III	1453000	1454000
III	1454000	1455000
III	1455000	1456000
III	1456000	1457000
III	1457000	1458000
III	1458000	1459000
III	1459000	1460000
III	1460000	1461000
III	1461000	1462000
III	1462000	1463000
III	1463000	1464000
III	1464000	1465000
III	1549000	1550000
III	1550000	1551000
III	1551000	1552000
III	1552000	1553000
III	1553000	1554000
III	1554000	1555000
III	1555000	1556000
III	1556000	1557000
III	1557000	1558000
III	1558000	1559000
III	1574000	1575000
III	1575000	1576000
III	1576000	1577000
III	1577000	1578000
III	1619000	1620000
III	1620000	1621000
III	1621000	1622000
III	1622000	1623000
III	1623000	1624000
III	1624000	1625000
III	1639000	1640000
III	1640000	1641000
III	1641000	1642000
III	1642000	1643000
III	1643000	1644000
III	1644000	1645000
III	1645000	1646000
III	1646000	1647000
III	1647000	1648000
III	1648000	1649000
III	1649000	1650000
III	1650000	1651000
III	1651000	1652000
III	1652000	1653000
III	1653000	1654000
III	1654000	1655000
III	1655000	1656000
III	1656000	1657000
III	1657000	1658000
III	1658000	1659000
III	1659000	1660000
III	1660000	1661000
III	1661000	1662000
III	1662000	1663000
III	1663000	1664000
III	1664000	1665000
III	1665000	1666000
III	1679000	1680000
III	1680000	1681000
III	1681000	1682000
III	1706000	1707000
III	1707000	1708000
III	1708000	1709000
III	1709000	1710000
III	1710000	1711000
III	1711000	1712000
III	1712000	1713000
III	1713000	1714000
III	1714000	1715000
III	1715000	1716000
III	1716000	1717000
III	1717000	1718000
III	1718000	1719000
III	1719000	1720000
III	1720000	1721000
III	1721000	1722000
III	1732000	1733000
III	1733000	1734000
III	1734000	1735000
III	1735000	1736000
III	1736000	1737000
III	1737000	1738000
III	1738000	1739000
III	1739000	1740000
III	1740000	1741000
III	1741000	1742000
III	1742000	1743000
III	1743000	1744000
III	1744000	1745000
III	1745000	1746000
III	1799000	1800000
III	1800000	1801000
III	1801000	1802000
III	1802000	1803000
III	1803000	1804000
III	1804000	1805000
III	1805000	1806000
III	1806000	1807000
III	1807000	1808000
III	1808000	1809000
III	1809000	1810000
III	1810000	1811000
III	1811000	1812000
III	1812000	1813000
III	1813000	1814000
III	1814000	1815000
III	1815000	1816000
III	1816000	1817000
III	1817000	1818000
III	1818000	1819000
III	1819000	1820000
III	1820000	1821000
III	1821000	1822000
III	1822000	1823000
III	1823000	1824000
III	1824000	1825000
III	1825000	1826000
III	1826000	1827000
III	1842000	1843000
III	1859000	1860000
III	1860000	1861000
III	1870000	1871000
III	1871000	1872000
III	1872000	1873000
III	1873000	1874000
III	1874000	1875000
III	1875000	1876000
III	1876000	1877000
III	1877000	1878000
III	1878000	1879000
III	1879000	1880000
III	1880000	1881000
III	1881000	1882000
III	1882000	1883000
III	1883000	1884000
III	1884000	1885000
III	1885000	1886000
III	1886000	1887000
III	1887000	1888000
III	1888000	1889000
III	1889000	1890000
III	1890000	1891000
III	1891000	1892000
III	1892000	1893000
III	1893000	1894000
III	1894000	1895000
III	1895000	1896000
III	1896000	1897000
III	1897000	1898000
III	1898000	1899000
III	1917000	1918000
III	1918000	1919000
III	1919000	1920000
III	1920000	1921000
III	1921000	1922000
III	1922000	1923000
III	1923000	1924000
III	1924000	1925000
III	1925000	1926000
III	1926000	1927000
III	1927000	1928000
III	1928000	1929000
III	1929000	1930000
III	1930000	1931000
III	1931000	1932000
III	1932000	1933000
III	1933000	1934000
III	1934000	1935000
III	1935000	1936000
III	1936000	1937000
III	1937000	1938000
III	1938000	1939000
III	1939000	1940000
III	1940000	1941000
III	1941000	1942000
III	1942000	1943000
III	1943000	1944000
III	1944000	1945000
III	1945000	1946000
III	1946000	1947000
III	1947000	1948000
III	1948000	1949000
III	1949000	1950000
III	1950000	1951000
III	1951000	1952000
III	1952000	1953000
III	1953000	1954000
III	1954000	1955000
III	1955000	1956000
III	1956000	1957000
III	1957000	1958000
III	1958000	1959000
III	1959000	1960000
III	1960000	1961000
III	1961000	1962000
III	1962000	1963000
III	1963000	1964000
III	1964000	1965000
III	1965000	1966000
III	1966000	1967000
III	1967000	1968000
III	1968000	1969000
III	1969000	1970000
III	1970000	1971000
III	1971000	1972000
III	1972000	1973000
III	1973000	1974000
III	1974000	1975000
III	1975000	1976000
III	1976000	1977000
III	1977000	1978000
III	1978000	1979000
III	1979000	1980000
III	1980000	1981000
III	1981000	1982000
III	1982000	1983000
III	1983000	1984000
III	2000000	2001000
III	2001000	2002000
III	2002000	2003000
III	2003000	2004000
III	2004000	2005000
III	2005000	2006000
III	2006000	2007000
III	2007000	2008000
III	2008000	2009000
III	2009000	2010000
III	2010000	2011000
III	2011000	2012000
III	2012000	2013000
III	2013000	2014000
III	2014000	2015000
III	2015000	2016000
III	2016000	2017000
III	2017000	2018000
III	2018000	2019000
III	2019000	2020000
III	2020000	2021000
III	2021000	2022000
III	2022000	2023000
III	2023000	2024000
III	2024000	2025000
III	2025000	2026000
III	2026000	2027000
III	2027000	2028000
III	2028000	2029000
III	2029000	2030000
III	2030000	2031000
III	2031000	2032000
III	2032000	2033000
III	2033000	2034000
III	2034000	2035000
III	2035000	2036000
III	2036000	2037000
III	2101000	2102000
III	2102000	2103000
III	2103000	2104000
III	2104000	2105000
III	2105000	2106000
III	2106000	2107000
III	2107000	2108000
III	2108000	2109000
III	2109000	2110000
III	2110000	2111000
III	2111000	2112000
III	2112000	2113000
III	2113000	2114000
III	2114000	2115000
III	2115000	2116000
III	2116000	2117000
III	2117000	2118000
III	2118000	2119000
III	2119000	2120000
III	2120000	2121000
III	2121000	2122000
III	2122000	2123000
III	2123000	2124000
III	2124000	2125000
III	2125000	2126000
III	2126000	2127000
III	2127000	2128000
III	2128000	2129000
III	2129000	2130000
III	2130000	2131000
III	2131000	2132000
III	2132000	2133000
III	2133000	2134000
III	2134000	2135000
III	2135000	2136000
III	2136000	2137000
III	2137000	2138000
III	2138000	2139000
III	2139000	2140000
III	2140000	2141000
III	2141000	2142000
III	2142000	2143000
III	2143000	2144000
III	2144000	2145000
III	2145000	2146000
III	2146000	2147000
III	2147000	2148000
III	2148000	2149000
III	2149000	2150000
III	2150000	2151000
III	2151000	2152000
III	2152000	2153000
III	2153000	2154000
III	2154000	2155000
III	2155000	2156000
III	2156000	2157000
III	2157000	2158000
III	2158000	2159000
III	2159000	2160000
III	2160000	2161000
III	2161000	2162000
III	2162000	2163000
III	2163000	2164000
III	2164000	2165000
III	2165000	2166000
III	2166000	2167000
III	2167000	2168000
III	2168000	2169000
III	2169000	2170000
III	2170000	2171000
III	2171000	2172000
III	2172000	2173000
III	2173000	2174000
III	2174000	2175000
III	2175000	2176000
III	2176000	2177000
III	2177000	2178000
III	2178000	2179000
III	2179000	2180000
III	2180000	2181000
III	2181000	2182000
III	2182000	2183000
III	2183000	2184000
III	2184000	2185000
III	2185000	2186000
III	2186000	2187000
III	2187000	2188000
III	2188000	2189000
III	2189000	2190000
III	2190000	2191000
III	2191000	2192000
III	2192000	2193000
III	2193000	2194000
III	2194000	2195000
III	2195000	2196000
III	2196000	2197000
III	2197000	2198000
